symbol,identifier,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep,chartTodayPath
INFY,INFYEQN, INTERIM DIVIDEND - RS 15 PER SH,1710.0,-14.799999999999955,-0.8580705009276413,1724.8,15018,25680780.0,6394592523469.92,1953.9,1244.75,1710.0,https://static.nseindia.com/sparklines/today/preOpen_INFYEQN.jpg
NAM-INDIA,NAM-INDIAEQN, INTERIM DIVIDEND - RS  3.50 PER SHARE,317.7,-2.75,-0.8581682009673895,320.45,716,227473.2,51797685163.46,476.45,312.5,317.7,https://static.nseindia.com/sparklines/today/preOpen_NAM-INDIAEQN.jpg
SYNGENE,SYNGENEEQN, ANNUAL GENERAL MEETING,572.5,-5.0,-0.8658008658008658,577.5,234,133965.0,67123393837.5,700.0,490.5,572.5,https://static.nseindia.com/sparklines/today/preOpen_SYNGENEEQN.jpg
PIIND,PIINDEQN,INTERIM DIVIDEND - RS 3 PER SHARE,2587.15,-22.75,-0.8716809073144564,2609.9,82,212146.3,209863631569.15,3534.9,2123.0,2587.15,https://static.nseindia.com/sparklines/today/preOpen_PIINDEQN.jpg
HCLTECH,HCLTECHEQN,INTERIM DIVIDEND - RS 10 PER SHARE,1152.85,-10.200000000000045,-0.8770044280125572,1163.05,4083,4707086.55,1262451275961.12,1377.75,891.0,1152.85,https://static.nseindia.com/sparklines/today/preOpen_HCLTECHEQN.jpg
BAJFINANCE,BAJFINANCEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,7020.0,-62.44999999999982,-0.8817570191106159,7082.45,2945,20673900.0,1880967778247.91,8050.0,4362.0,7020.0,https://static.nseindia.com/sparklines/today/preOpen_BAJFINANCEEQN.jpg
GRANULES,GRANULESEQN,INTERIM DIVIDEND - RS 0.25 PER SHARE,303.0,-2.6999999999999886,-0.883218842001959,305.7,1946,589638.0,43214758462.22,404.8,280.5,303.0,https://static.nseindia.com/sparklines/today/preOpen_GRANULESEQN.jpg
RBLBANK,RBLBANKEQN, ANNUAL GENERAL MEETING,139.1,-1.25,-0.8906305664410403,140.35,21637,3009706.7,69830288237.27,259.9,123.8,139.1,https://static.nseindia.com/sparklines/today/preOpen_RBLBANKEQN.jpg
WHIRLPOOL,WHIRLPOOLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE,1706.0,-15.349999999999909,-0.8917419467278537,1721.35,102,174012.0,54597706142.63,2550.0,1680.05,1706.0,https://static.nseindia.com/sparklines/today/preOpen_WHIRLPOOLEQN.jpg
BSOFT,BSOFTEQN, INTERIM DIVIDEND - RS 1.50 PER SHARE,435.9,-3.9500000000000455,-0.8980334204842664,439.85,2367,1031775.3,72254275031.0,585.85,215.9,435.9,https://static.nseindia.com/sparklines/today/preOpen_BSOFTEQN.jpg
ASIANPAINT,ASIANPAINTEQN, INTERIM DIVIDEND - RS 3.65 PER SHARE,3236.15,-29.699999999999818,-0.9094110262259387,3265.85,2433,7873552.95,1472320168161.61,3590.0,2260.0,3236.15,https://static.nseindia.com/sparklines/today/preOpen_ASIANPAINTEQN.jpg
INDIAMART,INDIAMARTEQN, DIVIDEND - RS 15 PER SHARE,4962.8,-45.55000000000018,-0.9094811664520287,5008.35,591,2933014.8,76539042096.45,9710.7,4301.1,4962.8,https://static.nseindia.com/sparklines/today/preOpen_INDIAMARTEQN.jpg
ABFRL,ABFRLEQN, RIGHTS 9:77 PARTLY PAID @ PREMIUM RS 100/-,271.8,-2.5,-0.911410864017499,274.3,2691,731413.8,92591058842.57,318.7,161.0,271.8,https://static.nseindia.com/sparklines/today/preOpen_ABFRLEQN.jpg
NAVINFLUOR,NAVINFLUOREQN, INTERIM DIVIDEND - RS 5 PER SHARE,3890.0,-35.80000000000018,-0.91191604259005,3925.8,290,1128100.0,136077596921.7,4329.0,2389.45,3890.0,https://static.nseindia.com/sparklines/today/preOpen_NAVINFLUOREQN.jpg
SBICARD,SBICARDEQN, INTERIM DIVIDEND - RE 1 PER SHARE,824.0,-7.7000000000000455,-0.9258145966093598,831.7,1214,1000336.0,219622686608.16,1165.0,781.2,824.0,https://static.nseindia.com/sparklines/today/preOpen_SBICARDEQN.jpg
NBCC,NBCCEQN, DIVIDEND - RS 0.47 PER SHARE,41.6,-0.3999999999999986,-0.952380952380949,42.0,26302,1094163.2,28728000000.0,59.8,32.15,41.6,https://static.nseindia.com/sparklines/today/preOpen_NBCCEQN.jpg
INTELLECT,INTELLECTEQN, ANNUAL GENERAL MEETING,666.0,-6.600000000000023,-0.9812667261373806,672.6,217,144522.0,57831639988.22,892.0,421.45,666.0,https://static.nseindia.com/sparklines/today/preOpen_INTELLECTEQN.jpg
APOLLOTYRE,APOLLOTYREEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 PER SHARE,211.6,-2.0999999999999943,-0.9826860084230202,213.7,2974,629298.4,71932168244.91,261.25,197.8,211.6,https://static.nseindia.com/sparklines/today/preOpen_APOLLOTYREEQN.jpg
OBEROIRLTY,OBEROIRLTYEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,889.0,-8.950000000000045,-0.9967147391280188,897.95,420,373380.0,104478921188.53,1051.9,515.1,889.0,https://static.nseindia.com/sparklines/today/preOpen_OBEROIRLTYEQN.jpg
DELTACORP,DELTACORPEQN, ANNUAL GENERAL MEETING,272.7,-2.75,-0.9983663096750772,275.45,6950,1895265.0,49270585776.29,308.5,142.2,272.7,https://static.nseindia.com/sparklines/today/preOpen_DELTACORPEQN.jpg
WIPRO,WIPROEQN,INTERIM DIVIDEND - RE 1 PER SHARE,559.0,-5.899999999999977,-1.04443264294565,564.9,35480,19833320.0,836021759191.35,739.85,397.75,559.0,https://static.nseindia.com/sparklines/today/preOpen_WIPROEQN.jpg
SRF,SRFEQN,INTERIM DIVIDEND - RS 4.75 PER SHARE,2406.5,-26.300000000000182,-1.0810588622163835,2432.8,739,1778403.5,353355204113.8,2680.0,1026.21,2406.5,https://static.nseindia.com/sparklines/today/preOpen_SRFEQN.jpg
POLYCAB,POLYCABEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,2363.2,-25.950000000000273,-1.0861603499152532,2389.15,349,824756.8,99935502004.53,2771.75,1126.1,2363.2,https://static.nseindia.com/sparklines/today/preOpen_POLYCABEQN.jpg
PERSISTENT,PERSISTENTEQN,INTERIM DIVIDEND - RS 20 PER SHARE,3870.0,-43.09999999999991,-1.1014285349211599,3913.1,429,1660230.0,194388133875.0,4987.5,1595.0,3870.0,https://static.nseindia.com/sparklines/today/preOpen_PERSISTENTEQN.jpg
ASTRAL,ASTRALEQN, INTERIM DIVIDEND - RS 1.25 PER SHARE,1855.3,-21.299999999999955,-1.1350314398380026,1876.6,1680,3116904.0,165900597132.42,2630.0,1411.2,1855.3,https://static.nseindia.com/sparklines/today/preOpen_ASTRALEQN.jpg
CROMPTON,CROMPTONEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.50 PER SHARE,390.3,-4.649999999999977,-1.177364223319402,394.95,430,167829.0,233161485009.24,512.8,350.35,390.3,https://static.nseindia.com/sparklines/today/preOpen_CROMPTONEQN.jpg
COFORGE,COFORGEEQN,INTERIM DIVIDEND - RS 13 PER SHARE,4335.1,-53.5,-1.2190675841954153,4388.6,561,2431991.1,130888586610.49,6135.0,2300.0,4335.1,https://static.nseindia.com/sparklines/today/preOpen_COFORGEEQN.jpg
ASHOKLEY,ASHOKLEYEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.60 PER SHARE,125.25,-1.5499999999999972,-1.2223974763406917,126.8,21605,2706026.25,182390180712.43,153.5,106.2,125.25,https://static.nseindia.com/sparklines/today/preOpen_ASHOKLEYEQN.jpg
MINDTREE,MINDTREEEQN, INTERIM DIVIDEND - RS 10 PER SHARE,3811.05,-48.399999999999636,-1.2540646983378367,3859.45,1604,6112924.2,248062580997.23,5060.0,1550.2,3811.05,https://static.nseindia.com/sparklines/today/preOpen_MINDTREEEQN.jpg
CHAMBLFERT,CHAMBLFERTEQN,INTERIM DIVIDEND - RS 4.50 PER SHARE,388.45,-4.949999999999989,-1.2582613116420918,393.4,3931,1526996.95,65494467590.72,484.95,200.35,388.45,https://static.nseindia.com/sparklines/today/preOpen_CHAMBLFERTEQN.jpg
ABB,ABBEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE,2030.0,-25.90000000000009,-1.259788900238343,2055.9,415,842450.0,108915607040.63,2468.1,1298.55,2030.0,https://static.nseindia.com/sparklines/today/preOpen_ABBEQN.jpg
MANAPPURAM,MANAPPURAMEQN,INT DIVIDEND - RS 0.75 PER SHARE,121.1,-1.5500000000000114,-1.2637586628618112,122.65,26712,3234823.2,66438600647.58,224.5,121.3,121.1,https://static.nseindia.com/sparklines/today/preOpen_MANAPPURAMEQN.jpg
COROMANDEL,COROMANDELEQN,INTERIM DIVIDEND - RS 6 PER SHARE,791.0,-10.149999999999977,-1.266928789864567,801.15,211,166901.0,96405205708.84,956.0,709.35,791.0,https://static.nseindia.com/sparklines/today/preOpen_COROMANDELEQN.jpg
LICHSGFIN,LICHSGFINEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,378.65,-5.0,-1.3032712107389548,383.65,9303,3522580.95,116067418472.5,542.45,329.65,378.65,https://static.nseindia.com/sparklines/today/preOpen_LICHSGFINEQN.jpg
APOLLOHOSP,APOLLOHOSPEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,4504.0,-60.69999999999982,-1.3297697548579277,4564.7,1152,5188608.0,459433676665.53,5935.4,2787.5,4504.0,https://static.nseindia.com/sparklines/today/preOpen_APOLLOHOSPEQN.jpg
APLLTD,APLLTDEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 14 PER SHARE,705.0,-9.700000000000045,-1.357212816566398,714.7,2090,1473450.0,43549936064.07,1038.0,711.65,705.0,https://static.nseindia.com/sparklines/today/preOpen_APLLTDEQN.jpg
FEDERALBNK,FEDERALBNKEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.70 PER SHARE,97.0,-1.5,-1.5228426395939088,98.5,50569,4905193.0,196785323987.85,107.65,70.2,97.0,https://static.nseindia.com/sparklines/today/preOpen_FEDERALBNKEQN.jpg
TRENT,TRENTEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 0.60 PER SHARE,1045.0,-17.799999999999955,-1.674821226947681,1062.8,878,917510.0,238021606337.0,1212.0,689.0,1045.0,https://static.nseindia.com/sparklines/today/preOpen_TRENTEQN.jpg
FSL,FSLEQN,INTERIM DIVIDEND - RS 3.50 PER SHARE,130.5,-2.25,-1.694915254237288,132.75,41465,5411182.5,40711234146.66,242.85,93.4,130.5,https://static.nseindia.com/sparklines/today/preOpen_FSLEQN.jpg
MPHASIS,MPHASISEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 38 PER SHARE/SPECIAL DIVIDEND - RS 27 PER SHARE,2952.0,-57.55000000000018,-1.9122460168463782,3009.55,989,2919528.0,248250582823.28,3659.75,1575.25,2952.0,https://static.nseindia.com/sparklines/today/preOpen_MPHASISEQN.jpg
AMBUJACEM,AMBUJACEMEQN, DIVIDEND - RE 1 PER SHARE,352.7,-7.100000000000023,-1.973318510283497,359.8,42810,15099087.0,264341006755.85,442.5,263.15,352.7,https://static.nseindia.com/sparklines/today/preOpen_AMBUJACEMEQN.jpg
